path,final_url,http_status,redirect_chain_len,title,meta_description,canonical,h1,h1_count,robots_meta,lang,word_count,img_count,asset_count,pagespeed_imgs,internal_out_count,has_paypal,has_trafficwave,has_comment_form,has_rotator_iframe,img_urls,asset_urls,internal_links_out,external_links_out,fetched_at
/21May-daily-italian-lesson.html,https://www.200words-a-day.com/21May-daily-italian-lesson.html,200,0,Italian for thrill - 'appassionare'. Daily Italian Verb Lesson,"Today's verb, the Italian for thrill is 'appassionare'. To remember this imagine having A PASSION will THRILL you!  A regular -ARE verb. This month's family of verbs are the -ARE regulars. Do the Italian Daily Verb Lesson every day and within 30 days you'll really consolidate your verb knowledge. I thrill, it thrills, you will thrill, he may thrill, I have thrilled, we had thrilled, etc.",https://www.200words-a-day.com/21May-daily-italian-lesson.html,,0,,,608,1,0,0,11,False,True,False,False,https://www.200words-a-day.com/images/appassionare.jpg,,/20May-daily-italian-lesson.html /21May-daily-italian-lesson.html /daily-italian-lesson-code.html /index.html /italian-lesson-list.html /learn-french.html /learn-german.html /learn-italian-fast.html /learn-italian.html /learn-spanish.html /learn-welsh.html,,2026-09-18T12:30:42.305515+00:00
/21Nov-daily-italian-lesson.html,https://www.200words-a-day.com/21Nov-daily-italian-lesson.html,200,0,Italian for promise - 'promettere'. Daily Italian Verb Lesson,"Today's verb, the Italian for promise is 'promettere'. To remember this imagine you PROMISE the PRO a METER!  This family of verbs are -ERE irregular verbs. Do the Italian Daily Verb Lesson every day and within 30 days you'll really consolidate your verb knowledge. I promise, it promises, you will promise, he may promise, I have promised, we had promised, etc.",https://www.200words-a-day.com/21Nov-daily-italian-lesson.html,,0,,,606,1,0,0,11,False,True,False,False,https://www.200words-a-day.com/images/promettere.jpg,,/22Nov-daily-italian-lesson.html /23Nov-daily-italian-lesson.html /daily-italian-lesson-code.html /index.html /italian-lesson-list.html /learn-french.html /learn-german.html /learn-italian-fast.html /learn-italian.html /learn-spanish.html /learn-welsh.html,,2026-09-18T12:30:43.110893+00:00
/21Oct-daily-italian-lesson.html,https://www.200words-a-day.com/21Oct-daily-italian-lesson.html,200,0,Italian for descend - 'discendere'. Daily Italian Verb Lesson,"Today's verb, the Italian for descend is 'discendere'. To remember this imagine the DISHES DESCEND! This family of verbs are -ERE irregular verbs. Do the Italian Daily Verb Lesson every day and within 30 days you'll really consolidate your verb knowledge. I descend, it descends, you will descend, he may descend, I have descended, we had descended, etc.",https://www.200words-a-day.com/21Oct-daily-italian-lesson.html,,0,,,614,1,0,0,11,False,True,False,False,https://www.200words-a-day.com/images/discendere.jpg,,/20Oct-daily-italian-lesson.html /21Oct-daily-italian-lesson.html /daily-italian-lesson-code.html /index.html /italian-lesson-list.html /learn-french.html /learn-german.html /learn-italian-fast.html /learn-italian.html /learn-spanish.html /learn-welsh.html,,2026-09-18T12:30:43.872767+00:00
/21Sep-daily-italian-lesson.html,https://www.200words-a-day.com/21Sep-daily-italian-lesson.html,200,0,Italian for batter (each other)- 'abbattersi'. Daily Italian Verb Lesson,"Today's verb, the Italian for batter (each other)is 'abbattersi'. To batter this imagine BATS BATTER each other with BATS! This is a regular -ARE reflexive verb. Do the Italian Daily Verb Lesson every day and within 30 days you'll really consolidate your verb knowledge. I batter, you will batter, he may batter, I have battered , we had battered, etc.",https://www.200words-a-day.com/21Sep-daily-italian-lesson.html,,0,,,677,1,0,0,11,False,True,False,False,https://www.200words-a-day.com/images/abbattersi.jpg,,/20Sep-daily-italian-lesson.html /21Sep-daily-italian-lesson.html /daily-italian-lesson-code.html /index.html /italian-lesson-list.html /learn-french.html /learn-german.html /learn-italian-fast.html /learn-italian.html /learn-spanish.html /learn-welsh.html,,2026-09-18T12:30:44.643095+00:00
/21french-proverb-a-day.html,https://www.200words-a-day.com/21french-proverb-a-day.html,200,0,French proverb of the Day,"Check out the Daily French proverb a Day helping you to learn French. 

Get a French proverb every day for your website  - it automatically changes every day with no input from you. There is no charge for this service",https://www.200words-a-day.com/21french-proverb-a-day.html,,0,,,140,0,0,0,2,False,False,False,False,,,/french-pics.html /french-proverb-a-day.html,,2026-09-18T12:30:45.378242+00:00
/21german-proverb-a-day.html,https://www.200words-a-day.com/21german-proverb-a-day.html,200,0,German proverb of the Day,"Check out the Daily German proverb a Day helping you to learn German. 

Get a German proverb every day for your website  - it automatically changes every day with no input from you. There is no charge for this service",https://www.200words-a-day.com/21german-proverb-a-day.html,,0,,,137,0,0,0,2,False,False,False,False,,,/german-pics.html /german-proverb-a-day.html,,2026-09-18T12:30:46.160062+00:00
/21spanish-proverb-a-day.html,https://www.200words-a-day.com/21spanish-proverb-a-day.html,200,0,Spanish proverb of the Day,"Check out the Daily Spanish proverb a Day helping you to learn Spanish. 

Get a Spanish proverb every day for your website  - it automatically changes every day with no input from you. There is no charge for this service",https://www.200words-a-day.com/21spanish-proverb-a-day.html,,0,,,134,0,0,0,2,False,False,False,False,,,/learn-spanish-pics.html /spanish-proverb-a-day.html,,2026-09-18T12:30:46.891164+00:00
/21travel-spanish.html,https://www.200words-a-day.com/21travel-spanish.html,200,0,Spanish TRAVEL Word of the Day,"The Word for'wave in Spanish' is ola. 

Get a Free pic and Spanish Travel word of the day for your website that automatically changes every day with no input from you.",https://www.200words-a-day.com/21travel-spanish.html,,0,,,131,0,0,0,3,False,False,False,False,,,/learn-spanish-pics.html /learn-spanish.html /link-to-us.html,,2026-09-18T12:30:47.621389+00:00
/22.french-word-a-day.html,https://www.200words-a-day.com/22.french-word-a-day.html,200,0,French Word of the Day,"The Word for Day in French'is jour. 

Get a Free pic and French word of the day for your website that automatically changes every day with no input from you.",https://www.200words-a-day.com/22.french-word-a-day.html,,0,,,125,0,0,0,3,False,False,False,False,,,/french-pics.html /learn-french.html /link-to-us.html,,2026-09-18T12:30:48.352188+00:00
/22.german-word-a-day.html,https://www.200words-a-day.com/22.german-word-a-day.html,200,0,German Word of the Day,"The Word for insect in german'is Insekt. 

Get a Free pic and German word of the day for your website that automatically changes every day with no input from you.",https://www.200words-a-day.com/22.german-word-a-day.html,,0,,,122,0,0,0,3,False,False,False,False,,,/learn-german-pics.html /learn-german.html /link-to-us.html,,2026-09-18T12:30:49.096676+00:00
/22.html,https://www.200words-a-day.com/22.html,200,0,Spanish Word of the Day,The Word for 'Nose in Spanish' is la nariz. Free pics for your website that automatically change every day with no input from you.,https://www.200words-a-day.com/22.html,,0,,,119,0,0,0,3,False,False,False,False,,,/learn-spanish-pics.html /learn-spanish.html /link-to-us.html,,2026-09-18T12:30:49.829950+00:00
/22Apr-daily-italian-lesson.html,https://www.200words-a-day.com/22Apr-daily-italian-lesson.html,200,0,Italian for caress - 'accarezzare'. Daily Italian Verb Lesson,"Today's verb, the Italian for caress is 'accarezzare'. To remember you CARESS A CARROT TSAR!  A regular -ARE verb. This month's family of verbs are the -ARE regulars. Do the Italian Daily Verb Lesson every day and within 30 days you'll really consolidate your verb knowledge. I caress, it caresses, you will caress, he may caress, I have caressed, we had caressed, etc.",https://www.200words-a-day.com/22Apr-daily-italian-lesson.html,,0,,,605,1,0,1,11,False,True,False,False,https://www.200words-a-day.com/images/294x250xaccarezzare.jpg.pagespeed.ic.YSUPLyEl8g.jpg,,/21Apr-daily-italian-lesson.html /22Apr-daily-italian-lesson.html /daily-italian-lesson-code.html /index.html /italian-lesson-list.html /learn-french.html /learn-german.html /learn-italian-fast.html /learn-italian.html /learn-spanish.html /learn-welsh.html,,2026-09-18T12:30:50.587558+00:00
/22Apr-french-word.html,https://www.200words-a-day.com/22Apr-french-word.html,200,0,Test Page 22 April,Test Page 22 April,https://www.200words-a-day.com/22Apr-french-word.html,Test Page - this is just a TEST TEST PAGE,1,,,80,5,0,5,6,False,False,False,False,https://www.200words-a-day.com/images/120x100xSpanish-logo.jpg.pagespeed.ic.SBTxiFP8NM.jpg https://www.200words-a-day.com/images/120x100xFrench-logo.jpg.pagespeed.ic.vyMYHaeNVK.jpg https://www.200words-a-day.com/images/120x100xGerman-logo.jpg.pagespeed.ic.6lFMGuyFee.jpg https://www.200words-a-day.com/images/120x100xWelcomeItalian.jpg.pagespeed.ic.uSNk_92sOn.jpg https://www.200words-a-day.com/images/120x100xwelshlogopic326x278.jpg.pagespeed.ic.fGuFINliZg.jpg,,/learn-french.html /learn-german.html /learn-italian-fast.html /learn-spanish.html /learn-welsh.html /order-page.html,,2026-09-18T12:30:51.344615+00:00
/22Aug-daily-italian-lesson.html,https://www.200words-a-day.com/22Aug-daily-italian-lesson.html,200,0,Italian for fasten - 'agganciare'. Daily Italian Verb Lesson,"Today's verb, the Italian for fasten is 'agganciare'. To remember this imagine A GUN SHY cowboy FASTENS his horse's harness! This family of verbs are -ARE irregulars. Do the Italian Daily Verb Lesson every day and within 30 days you'll really consolidate your verb knowledge. I fasten, it fastens, you will fasten, he may fasten, I have fastened, we had fastened, etc.",https://www.200words-a-day.com/22Aug-daily-italian-lesson.html,,0,,,648,1,0,0,11,False,True,False,False,https://www.200words-a-day.com/images/agganciare.jpg,,/21Aug-daily-italian-lesson.html /22Aug-daily-italian-lesson.html /daily-italian-lesson-code.html /index.html /italian-lesson-list.html /learn-french.html /learn-german.html /learn-italian-fast.html /learn-italian.html /learn-spanish.html /learn-welsh.html,,2026-09-18T12:30:52.113596+00:00
/22Dec-daily-italian-lesson.html,https://www.200words-a-day.com/22Dec-daily-italian-lesson.html,200,0,Italian for brandish - 'brandire'. Daily Italian Verb Lesson,"Today's verb, the Italian for brandish is 'brandire'. To remember this imagine you don't BRANDISH your BRAND HERE!  This family of verbs are irregular IRE verbs. Do the Italian Daily Verb Lesson every day and within 30 days you'll really consolidate your verb knowledge. I brandish, it brandishes, you will brandish, he may brandish, I have brandished, we had brandished, etc.",https://www.200words-a-day.com/22Dec-daily-italian-lesson.html,,0,,,596,1,0,0,11,False,True,False,False,https://www.200words-a-day.com/images/brandire2.jpg,,/21Dec-daily-italian-lesson.html /22Dec-daily-italian-lesson.html /daily-italian-lesson-code.html /index.html /italian-lesson-list.html /learn-french.html /learn-german.html /learn-italian-fast.html /learn-italian.html /learn-spanish.html /learn-welsh.html,,2026-09-18T12:30:52.901237+00:00
/22Feb-daily-italian-lesson.html,https://www.200words-a-day.com/22Feb-daily-italian-lesson.html,200,0,Italian for denominate - 'denominare'. Daily Italian Verb Lesson,"Today's verb, the Italian for denominate is 'denominare'. To remember this every year imagine Italians discuss whether to DENOMINATE the currency in euros or lira! This family of verbs are regular ARE verbs. Do the Italian Daily Verb Lesson every day and within 30 days you'll really consolidate your verb knowledge. I denominate, he denominates, you will denominate, he may denominate, I have denominated, we had denominated, etc.",https://www.200words-a-day.com/22Feb-daily-italian-lesson.html,,0,,,594,1,0,0,11,False,True,False,False,https://www.200words-a-day.com/images/denominare.jpg,,/21Feb-daily-italian-lesson.html /22Feb-daily-italian-lesson.html /daily-italian-lesson-code.html /index.html /italian-lesson-list.html /learn-french.html /learn-german.html /learn-italian-fast.html /learn-italian.html /learn-spanish.html /learn-welsh.html,,2026-09-18T12:30:53.660121+00:00
/22Jan-daily-french-lesson.html,https://www.200words-a-day.com/22Jan-daily-french-lesson.html,404,0,No such URL,No such URL,https://www.200words-a-day.com/no-such-url.html,No Such URL at This Domain,1,,,143,0,0,0,26,False,False,False,False,,,/ /accelerated-learning.html /contact-us.html /daily-french-lesson.html /estar.html /free-french-lessons.html /free-spanish-lesson.html /language-learning-blog.html /language-learning-ezine.html /language-learning-questions.html /language-learning-sitemap.html /language-learning-survey.html /language-tutorial.html /learn-french-blog.html /learn-french.html /learn-german.html /learn-italian-fast.html /learn-spanish-verb-books.html /learn-spanish.html /learn-welsh.html /link-to-us.html /main-page.html /order-page.html /privacy-statement.html /testimonial.html /word-of-the-day.html,,2026-09-18T12:54:55.662333+00:00
/22Jan-daily-italian-lesson.html,https://www.200words-a-day.com/22Jan-daily-italian-lesson.html,200,0,Italian for make ferocious - 'inferocire'. Daily Italian Verb Lesson,"Today's verb, the Italian for make ferocious is 'inferocire'. To remember this imagine you INFER that teasing the ROACH HERE will make him FEROCIOUS! This family of verbs are irregular IRE verbs. Do the Italian Daily Verb Lesson every day and within 30 days you'll really consolidate your verb knowledge. I make ferocious, it makes ferocious, you will make ferocious, he may make ferocious, I have made ferocious, we had made ferocious, etc.",https://www.200words-a-day.com/22Jan-daily-italian-lesson.html,,0,,,643,1,0,1,11,False,True,False,False,https://www.200words-a-day.com/images/294x250xinferocire.jpg.pagespeed.ic.cWxL-GuD3m.jpg,,/21Jan-daily-italian-lesson.html /22Jan-daily-italian-lesson.html /daily-italian-lesson-code.html /index.html /italian-lesson-list.html /learn-french.html /learn-german.html /learn-italian-fast.html /learn-italian.html /learn-spanish.html /learn-welsh.html,,2026-09-18T12:30:54.428258+00:00
/22Jul-daily-italian-lesson.html,https://www.200words-a-day.com/22Jul-daily-italian-lesson.html,200,0,Italian for embark - 'imbarcare'. Daily Italian Verb Lesson,"Today's verb, the Italian for embark is 'imbarcare'. To remember this imagine you see 'IM EMBARK!  This family of verbs are -ARE irregulars. Do the Italian Daily Verb Lesson every day and within 30 days you'll really consolidate your verb knowledge. I embark, it embarks, you will embark, he may embark, I have embarked, we had embarked, etc.",https://www.200words-a-day.com/22Jul-daily-italian-lesson.html,,0,,,678,1,0,0,11,False,True,False,False,https://www.200words-a-day.com/images/imbarcare.jpg,,/21Jul-daily-italian-lesson.html /22Jul-daily-italian-lesson.html /daily-italian-lesson-code.html /index.html /italian-lesson-list.html /learn-french.html /learn-german.html /learn-italian-fast.html /learn-italian.html /learn-spanish.html /learn-welsh.html,,2026-09-18T12:30:55.197152+00:00
/22Jun-daily-italian-lesson.html,https://www.200words-a-day.com/22Jun-daily-italian-lesson.html,200,0,Italian for consider - 'considerare'. Daily Italian Verb Lesson,"Today's verb, the Italian for consider is 'considerare'. To remember this imagine they CONSIDER RARE artefacts of ancient Rome! A regular -ARE verb. This month's family of verbs are the -ARE regulars. Do the Italian Daily Verb Lesson every day and within 30 days you'll really consolidate your verb knowledge. I consider, it considers, you will consider, he may consider, I have considered, we had considered, etc.",https://www.200words-a-day.com/22Jun-daily-italian-lesson.html,,0,,,612,1,0,0,10,False,True,False,False,https://www.200words-a-day.com/images/considerare.jpg,,/22Jun-daily-italian-lesson.html /daily-italian-lesson-code.html /index.html /italian-lesson-list.html /learn-french.html /learn-german.html /learn-italian-fast.html /learn-italian.html /learn-spanish.html /learn-welsh.html,,2026-09-18T12:30:55.964913+00:00
/22Mar-daily-italian-lesson.html,https://www.200words-a-day.com/22Mar-daily-italian-lesson.html,200,0,Italian for feed - 'alimentare'. Daily Italian Verb Lesson,"Today's verb, the Italian for feed, is 'alimentare'. To remember this imagine Muhammad ALI and MEN feed the animals! A regular -ARE verb. This month's family of verbs are the -ARE regulars. Do the Italian Daily Verb Lesson every day and within 30 days you'll really consolidate your verb knowledge. I feed, it feeds, you will feed, he may feed, I have fed, we had fed, etc.",https://www.200words-a-day.com/22Mar-daily-italian-lesson.html,,0,,,614,1,0,0,11,False,True,False,False,https://www.200words-a-day.com/images/suralimenter-small.jpg,,/21Mar-daily-italian-lesson.html /22Mar-daily-italian-lesson.html /daily-italian-lesson-code.html /index.html /italian-lesson-list.html /learn-french.html /learn-german.html /learn-italian-fast.html /learn-italian.html /learn-spanish.html /learn-welsh.html,,2026-09-18T12:30:56.720899+00:00
/22May-daily-italian-lesson.html,https://www.200words-a-day.com/22May-daily-italian-lesson.html,200,0,Italian for stink out - 'appestare'. Daily Italian Verb Lesson,"Today's verb, the Italian for stink out is 'appestare'. To remember this imagine A PEST, a skunk, has STUNK OUT the house! A regular -ARE verb. This month's family of verbs are the -ARE regulars. Do the Italian Daily Verb Lesson every day and within 30 days you'll really consolidate your verb knowledge. I stink out, it stinks out, you will stink out, he may stink out, I have stunk out, we had stunk out, etc.",https://www.200words-a-day.com/22May-daily-italian-lesson.html,,0,,,624,1,0,0,11,False,True,False,False,https://www.200words-a-day.com/images/appestare.jpg,,/21May-daily-italian-lesson.html /22May-daily-italian-lesson.html /daily-italian-lesson-code.html /index.html /italian-lesson-list.html /learn-french.html /learn-german.html /learn-italian-fast.html /learn-italian.html /learn-spanish.html /learn-welsh.html,,2026-09-18T12:30:57.487462+00:00
/22Nov-daily-italian-lesson.html,https://www.200words-a-day.com/22Nov-daily-italian-lesson.html,200,0,Italian for submit - 'sottomettere'. Daily Italian Verb Lesson,"Today's verb, the Italian for submit is 'sottomettere'. To remember this imagine you SUBMIT forms to the forest ranger on the SUMMIT of the mountain!  This family of verbs are -ERE irregular verbs. Do the Italian Daily Verb Lesson every day and within 30 days you'll really consolidate your verb knowledge. I submit, it submits, you will submit, he may submit, I have submitted, we had submitted, etc.",https://www.200words-a-day.com/22Nov-daily-italian-lesson.html,,0,,,620,1,0,0,11,False,True,False,False,https://www.200words-a-day.com/images/sottomettere.jpg,,/21Nov-daily-italian-lesson.html /22Nov-daily-italian-lesson.html /daily-italian-lesson-code.html /index.html /italian-lesson-list.html /learn-french.html /learn-german.html /learn-italian-fast.html /learn-italian.html /learn-spanish.html /learn-welsh.html,,2026-09-18T12:30:58.251217+00:00
/22Oct-daily-italian-lesson.html,https://www.200words-a-day.com/22Oct-daily-italian-lesson.html,200,0,Italian for stretch out - 'distendere'. Daily Italian Verb Lesson,"Today's verb, the Italian for stretch out is 'distendere'. To remember this imagine STRETCHING DIS TENDON out! This family of verbs are -ERE irregular verbs. Do the Italian Daily Verb Lesson every day and within 30 days you'll really consolidate your verb knowledge. I stretch out, it stretch outs, you will stretch out, he may stretch out, I have stretched out, we had stretched out, etc.",https://www.200words-a-day.com/22Oct-daily-italian-lesson.html,,0,,,629,1,0,1,11,False,True,False,False,https://www.200words-a-day.com/images/294x250xdistendere.jpg.pagespeed.ic.a1tjxZU9Rs.jpg,,/21Oct-daily-italian-lesson.html /22Oct-daily-italian-lesson.html /daily-italian-lesson-code.html /index.html /italian-lesson-list.html /learn-french.html /learn-german.html /learn-italian-fast.html /learn-italian.html /learn-spanish.html /learn-welsh.html,,2026-09-18T12:30:59.010301+00:00
/22Sep-daily-italian-lesson.html,https://www.200words-a-day.com/22Sep-daily-italian-lesson.html,200,0,Italian for fight (each other)- 'combattersi'. Daily Italian Verb Lesson,"Today's verb, the Italian for fight (each other)is 'combattersi'. To remember this imagine BATS FIGHT each other with BATS! This is a regular -ERE reflexive verb. Do the Italian Daily Verb Lesson every day and within 30 days you'll really consolidate your verb knowledge. I fight, you will fight, he may fight, I have fought , we had fought, etc.",https://www.200words-a-day.com/22Sep-daily-italian-lesson.html,,0,,,672,1,0,1,11,False,True,False,False,https://www.200words-a-day.com/images/294x250xcombattersi.jpg.pagespeed.ic.npTWjIQQNW.jpg,,/21Sep-daily-italian-lesson.html /22Sep-daily-italian-lesson.html /daily-italian-lesson-code.html /index.html /italian-lesson-list.html /learn-french.html /learn-german.html /learn-italian-fast.html /learn-italian.html /learn-spanish.html /learn-welsh.html,,2026-09-18T12:30:59.768848+00:00
/22german-proverb-a-day.html,https://www.200words-a-day.com/22german-proverb-a-day.html,200,0,German proverb of the Day,"Check out the Daily German proverb a Day helping you to learn German. 

Get a German proverb every day for your website  - it automatically changes every day with no input from you. There is no charge for this service",https://www.200words-a-day.com/22german-proverb-a-day.html,,0,,,127,0,0,0,2,False,False,False,False,,,/german-pics.html /german-proverb-a-day.html,,2026-09-18T12:31:00.560186+00:00
/22spanish-proverb-a-day.html,https://www.200words-a-day.com/22spanish-proverb-a-day.html,200,0,Spanish proverb of the Day,"Check out the Daily Spanish proverb a Day helping you to learn Spanish. 

Get a Spanish proverb every day for your website  - it automatically changes every day with no input from you. There is no charge for this service",https://www.200words-a-day.com/22spanish-proverb-a-day.html,,0,,,134,0,0,0,2,False,False,False,False,,,/learn-spanish-pics.html /spanish-proverb-a-day.html,,2026-09-18T12:31:01.303850+00:00
/22travel-spanish.html,https://www.200words-a-day.com/22travel-spanish.html,200,0,Spanish TRAVEL Word of the Day,"The Word for'departure in Spanish' is partida. 

Get a Free pic and Spanish Travel word of the day for your website that automatically changes every day with no input from you.",https://www.200words-a-day.com/22travel-spanish.html,,0,,,129,0,0,0,3,False,False,False,False,,,/learn-spanish-pics.html /learn-spanish.html /link-to-us.html,,2026-09-18T12:31:02.036276+00:00
/23.french-word-a-day.html,https://www.200words-a-day.com/23.french-word-a-day.html,200,0,French Word of the Day,"The Word for freedom in French'is liberté. 

Get a Free pic and French word of the day for your website that automatically changes every day with no input from you.",https://www.200words-a-day.com/23.french-word-a-day.html,,0,,,129,0,0,0,3,False,False,False,False,,,/french-pics.html /learn-french.html /link-to-us.html,,2026-09-18T12:31:02.771919+00:00
/23.german-word-a-day.html,https://www.200words-a-day.com/23.german-word-a-day.html,200,0,German Word of the Day,"The Word for insect in german'is Insekt. 

Get a Free pic and German word of the day for your website that automatically changes every day with no input from you.",https://www.200words-a-day.com/23.german-word-a-day.html,,0,,,113,0,0,0,3,False,False,False,False,,,/learn-german-pics.html /learn-german.html /link-to-us.html,,2026-09-18T12:31:03.509959+00:00
/23.html,https://www.200words-a-day.com/23.html,200,0,Spanish Word of the Day,The Word for 'Be careful in Spanish' is OJO!. Free pics for your website that automatically change every day with no input from you. Perfect for a school or other language learning website,https://www.200words-a-day.com/23.html,,0,,,123,0,0,0,3,False,False,False,False,,,/learn-spanish-pics.html /learn-spanish.html /link-to-us.html,,2026-09-18T12:31:04.234018+00:00
/23Apr-daily-italian-lesson.html,https://www.200words-a-day.com/23Apr-daily-italian-lesson.html,200,0,Italian for draw near - 'accostare'. Daily Italian Verb Lesson,"Today's verb, the Italian for draw near is 'accostare'. To remember this imagine the pirate ship DRAWS NEAR to A COAST!  A regular -ARE verb. This month's family of verbs are the -ARE regulars. Do the Italian Daily Verb Lesson every day and within 30 days you'll really consolidate your verb knowledge. I draw near, it draws near, you will draw near, he may draw near, I have drew near, we had drew near, etc.",https://www.200words-a-day.com/23Apr-daily-italian-lesson.html,,0,,,627,1,0,0,11,False,True,False,False,https://www.200words-a-day.com/images/accostare.jpg,,/22Apr-daily-italian-lesson.html /23Apr-daily-italian-lesson.html /daily-italian-lesson-code.html /index.html /italian-lesson-list.html /learn-french.html /learn-german.html /learn-italian-fast.html /learn-italian.html /learn-spanish.html /learn-welsh.html,,2026-09-18T12:31:04.999019+00:00
/23Aug-daily-italian-lesson.html,https://www.200words-a-day.com/23Aug-daily-italian-lesson.html,200,0,Italian for announce - 'annunciare'. Daily Italian Verb Lesson,"Today's verb, the Italian for announce is 'annunciare'. To remember this, imagine ANNOUNCING that A NUN CHARRED the meal! This family of verbs are -ARE irregulars. Do the Italian Daily Verb Lesson every day and within 30 days you'll really consolidate your verb knowledge. I announce, it announces, you will announce, he may announce, I have announced, we had announced, etc.",https://www.200words-a-day.com/23Aug-daily-italian-lesson.html,,0,,,644,1,0,0,11,False,True,False,False,https://www.200words-a-day.com/images/annunciare.jpg,,/22Aug-daily-italian-lesson.html /23Aug-daily-italian-lesson.html /daily-italian-lesson-code.html /index.html /italian-lesson-list.html /learn-french.html /learn-german.html /learn-italian-fast.html /learn-italian.html /learn-spanish.html /learn-welsh.html,,2026-09-18T12:31:05.762921+00:00
/23Dec-daily-italian-lesson.html,https://www.200words-a-day.com/23Dec-daily-italian-lesson.html,200,0,Italian for construct - 'costruire'. Daily Italian Verb Lesson,"Today's verb, the Italian for construct is 'costruire'. To remember this imagine COST to CONSTRUCT will RUIN us HERE!  This family of verbs are irregular IRE verbs. Do the Italian Daily Verb Lesson every day and within 30 days you'll really consolidate your verb knowledge. I construct, it constructs, you will construct, he may construct, I have constructed, we had constructed, etc.",https://www.200words-a-day.com/23Dec-daily-italian-lesson.html,,0,,,670,1,0,1,11,False,True,False,False,https://www.200words-a-day.com/images/294x250xcostruire.jpg.pagespeed.ic.NSjrjIDrSG.jpg,,/22Dec-daily-italian-lesson.html /23Dec-daily-italian-lesson.html /daily-italian-lesson-code.html /index.html /italian-lesson-list.html /learn-french.html /learn-german.html /learn-italian-fast.html /learn-italian.html /learn-spanish.html /learn-welsh.html,,2026-09-18T12:31:06.523485+00:00
/23Feb-daily-italian-lesson.html,https://www.200words-a-day.com/23Feb-daily-italian-lesson.html,200,0,Italian for deposit - 'depositare'. Daily Italian Verb Lesson,"Today's verb, the Italian for deposit is 'depositare'. To remember this every year imagine the bank will look after your DEPOSIT HARRY! This family of verbs are regular ARE verbs. Do the Italian Daily Verb Lesson every day and within 30 days you'll really consolidate your verb knowledge. I deposit, he deposits, you will deposit, he may deposit, I have deposited, we had deposited, etc.",https://www.200words-a-day.com/23Feb-daily-italian-lesson.html,,0,,,602,1,0,1,11,False,True,False,False,https://www.200words-a-day.com/images/294x250xdepositare.jpg.pagespeed.ic.Mu_vxGgwWM.jpg,,/21Feb-daily-italian-lesson.html /22Feb-daily-italian-lesson.html /daily-italian-lesson-code.html /index.html /italian-lesson-list.html /learn-french.html /learn-german.html /learn-italian-fast.html /learn-italian.html /learn-spanish.html /learn-welsh.html,,2026-09-18T12:31:07.273120+00:00
/23Jan-daily-french-lesson.html,https://www.200words-a-day.com/23Jan-daily-french-lesson.html,404,0,No such URL,No such URL,https://www.200words-a-day.com/no-such-url.html,No Such URL at This Domain,1,,,143,0,0,0,26,False,False,False,False,,,/ /accelerated-learning.html /contact-us.html /daily-french-lesson.html /estar.html /free-french-lessons.html /free-spanish-lesson.html /language-learning-blog.html /language-learning-ezine.html /language-learning-questions.html /language-learning-sitemap.html /language-learning-survey.html /language-tutorial.html /learn-french-blog.html /learn-french.html /learn-german.html /learn-italian-fast.html /learn-spanish-verb-books.html /learn-spanish.html /learn-welsh.html /link-to-us.html /main-page.html /order-page.html /privacy-statement.html /testimonial.html /word-of-the-day.html,,2026-09-18T12:54:56.392886+00:00
/23Jan-daily-italian-lesson.html,https://www.200words-a-day.com/23Jan-daily-italian-lesson.html,200,0,Italian for inhibit - 'inibire'. Daily Italian Verb Lesson,"Today's verb, the Italian for inhibit is 'inibire'. To remember this imagine they INHIBIT him from ANY BEER! This family of verbs are irregular IRE verbs. Do the Italian Daily Verb Lesson every day and within 30 days you'll really consolidate your verb knowledge. I inhibit, it inhibits, you will inhibit, he may inhibit, I have inhibited, we had inhibited, etc.",https://www.200words-a-day.com/23Jan-daily-italian-lesson.html,,0,,,603,1,0,0,11,False,True,False,False,https://www.200words-a-day.com/images/inibire.jpg,,/22Jan-daily-italian-lesson.html /23Jan-daily-italian-lesson.html /daily-italian-lesson-code.html /index.html /italian-lesson-list.html /learn-french.html /learn-german.html /learn-italian-fast.html /learn-italian.html /learn-spanish.html /learn-welsh.html,,2026-09-18T12:31:08.035482+00:00
/23Jul-daily-italian-lesson.html,https://www.200words-a-day.com/23Jul-daily-italian-lesson.html,200,0,Italian for disembark - 'sbarcare'. Daily Italian Verb Lesson,"Today's verb, the Italian for disembark is 'sbarcare'. To remember this imagine a sailor DISEMBARKS with the ship's SPAR!  This family of verbs are -ARE irregulars. Do the Italian Daily Verb Lesson every day and within 30 days you'll really consolidate your verb knowledge. I disembark, it disembarks, you will disembark, he may disembark, I have disembarked, we had disembarked, etc.",https://www.200words-a-day.com/23Jul-daily-italian-lesson.html,,0,,,681,1,0,0,11,False,True,False,False,https://www.200words-a-day.com/images/sbarcare.jpg,,/22Jul-daily-italian-lesson.html /23Jul-daily-italian-lesson.html /daily-italian-lesson-code.html /index.html /italian-lesson-list.html /learn-french.html /learn-german.html /learn-italian-fast.html /learn-italian.html /learn-spanish.html /learn-welsh.html,,2026-09-18T12:31:08.813285+00:00
