legacy_refn,category_hint,source_filename,source_size_bytes,kind,english,headword,target_storage_path_template
626,word,"pet ,il.jpg",15957,jpg,pet,l‘ animale domestico (m),words/{word_uuid}/flashcard.jpg
627,word,"petrol ,la.jpg",19530,jpg,petrol (gas),la benzina,words/{word_uuid}/flashcard.jpg
630,word,"picture ,il.jpg",19336,jpg,picture,il quadro,words/{word_uuid}/flashcard.jpg
631,word,"pie ,la.jpg",25560,jpg,"cake, pie",la torta,words/{word_uuid}/flashcard.jpg
632,word,"pig ,il.jpg",21097,jpg,pig,il maiale,words/{word_uuid}/flashcard.jpg
633,word,"pillow ,il.jpg",12017,jpg,pillow,il guanciale,words/{word_uuid}/flashcard.jpg
634,word,"pillow case ,la.jpg",15493,jpg,pillow case,la federa,words/{word_uuid}/flashcard.jpg
635,word,"pineapple ,l (m).jpg",40188,jpg,pineapple,l‘ ananas (m),words/{word_uuid}/flashcard.jpg
636,word,"pink ,adj.swf",837,swf,pink,rosa,words/{word_uuid}/flashcard.png
637,word,"place ,il.jpg",9768,jpg,place,il posto,words/{word_uuid}/flashcard.jpg
638,word,"plane ,l (m).jpg",22469,jpg,plane,l‘ aeroplano (m),words/{word_uuid}/flashcard.jpg
639,word,"plant ,la.jpg",36880,jpg,plant,la pianta,words/{word_uuid}/flashcard.jpg
641,word,"play ground ,il.jpg",39824,jpg,play ground,il cortile,words/{word_uuid}/flashcard.jpg
642,word,"player ,il.jpg",14446,jpg,player,il giocatore,words/{word_uuid}/flashcard.jpg
643,word,"please ,exc.jpg",11339,jpg,please!,per favore!,words/{word_uuid}/flashcard.jpg
644,word,"pleased to meet you ,exc.jpg",17095,jpg,pleased to meet you! (informal),piacere (di conoscerti)!,words/{word_uuid}/flashcard.jpg
645,word,"pleasure ,il.jpg",11449,jpg,pleasure,il piacere,words/{word_uuid}/flashcard.jpg
646,word,"pocket ,la.jpg",13775,jpg,pocket,la tasca,words/{word_uuid}/flashcard.jpg
647,word,"police station ,il.jpg",30186,jpg,police station,il commissariato,words/{word_uuid}/flashcard.jpg
648,word,"policeman ,policewoman ,il.jpg",22216,jpg,"policeman, policewoman",il poliziotto,words/{word_uuid}/flashcard.jpg
649,word,"poor ,adj.jpg",28177,jpg,poor,povero,words/{word_uuid}/flashcard.jpg
650,word,"salami ,x.jpg",46003,jpg,salami,il salame,words/{word_uuid}/flashcard.jpg
651,word,"possible ,adj.jpg",30254,jpg,possible,possibile,words/{word_uuid}/flashcard.jpg
652,word,"post office ,mail ,l (m).jpg",37080,jpg,"post office, mail",l‘ ufficio postale (m),words/{word_uuid}/flashcard.jpg
653,word,"potato ,la.jpg",15172,jpg,potato,la patata,words/{word_uuid}/flashcard.jpg
654,word,"pretty ,lovely ,adj.jpg",47047,jpg,"pretty, lovely (f.adj)",carina,words/{word_uuid}/flashcard.jpg
655,word,"private ,adj.JPG",29059,jpg,private,privato,words/{word_uuid}/flashcard.jpg
656,word,"proud ,adj.jpg",22615,jpg,proud,fiero,words/{word_uuid}/flashcard.jpg
658,word,"purple ,adj.swf",958,swf,purple,viola,words/{word_uuid}/flashcard.png
659,word,"purse ,il.jpg",20375,jpg,purse,il borsellino,words/{word_uuid}/flashcard.jpg
660,word,"quality ,la.jpg",26972,jpg,quality,la qualità,words/{word_uuid}/flashcard.jpg
662,word,"queue ,la.jpg",30078,jpg,queue,la coda,words/{word_uuid}/flashcard.jpg
663,word,"quickly ,adv.jpg",22925,jpg,quickly,in fretta,words/{word_uuid}/flashcard.jpg
664,word,"radio ,la.jpg",29934,jpg,radio,la radio,words/{word_uuid}/flashcard.jpg
665,word,"railway ,la.jpg",38201,jpg,railway,la ferrovia,words/{word_uuid}/flashcard.jpg
666,word,"rain ,la.jpg",14017,jpg,rain,la pioggia,words/{word_uuid}/flashcard.jpg
667,word,"ready ,adj.jpg",20146,jpg,ready,pronto,words/{word_uuid}/flashcard.jpg
668,word,"red ,adj.swf",872,swf,red,rosso,words/{word_uuid}/flashcard.png
670,word,"return ,il.jpg",14899,jpg,return,il ritorno,words/{word_uuid}/flashcard.jpg
671,word,"return ticket ,il.jpg",26241,jpg,return ticket,il biglietto di andata e ritorno,words/{word_uuid}/flashcard.jpg
672,word,"rice ,il.jpg",33130,jpg,rice,il riso,words/{word_uuid}/flashcard.jpg
673,word,"right (direction) ,adj.jpg",5322,jpg,right (direction),destra,words/{word_uuid}/flashcard.jpg
675,word,"river ,il.jpg",36479,jpg,river,il fiume,words/{word_uuid}/flashcard.jpg
676,word,"roast ,l (m).jpg",68315,jpg,roast,l‘ arrosto (m),words/{word_uuid}/flashcard.jpg
677,word,"room ,la.jpg",47749,jpg,room (s...),la stanza,words/{word_uuid}/flashcard.jpg
678,word,"bedroom ,la.jpg",21419,jpg,room (ca..),la camera,words/{word_uuid}/flashcard.jpg
679,word,"rubbish, garbage ,npl.jpg",37381,jpg,"rubbish, garbage",la spazzatura,words/{word_uuid}/flashcard.jpg
680,word,"rude ,adj.jpg",18201,jpg,rude,scortese,words/{word_uuid}/flashcard.jpg
681,word,"salad ,l (f).jpg",42187,jpg,salad,l‘ insalata (f),words/{word_uuid}/flashcard.jpg
682,word,"salt ,il.jpg",6980,jpg,salt,il sale,words/{word_uuid}/flashcard.jpg
683,word,"same (equal) ,adj.jpg",5847,jpg,"same, equal, even",uguale,words/{word_uuid}/flashcard.jpg
684,word,"same (self) ,adj.jpg",12395,jpg,same (self),stesso,words/{word_uuid}/flashcard.jpg
685,word,"sand ,la.jpg",27486,jpg,sand,la sabbia,words/{word_uuid}/flashcard.jpg
686,word,"pizza ,la.jpg",24726,jpg,pizza,la pizza,words/{word_uuid}/flashcard.jpg
687,word,"Saturday ,m.swf",1323,swf,Saturday,"sabato (m) 
<page break>il sabato 
",words/{word_uuid}/flashcard.png
688,word,"sauce ,la.jpg",18017,jpg,sauce,la salsa,words/{word_uuid}/flashcard.jpg
689,word,"saucepan ,pot ,la.jpg",33075,jpg,"saucepan, pot",la pentola,words/{word_uuid}/flashcard.jpg
690,word,"school ,la.jpg",24270,jpg,school,la scuola,words/{word_uuid}/flashcard.jpg
691,word,"scissors, nail scissors ,npl.jpg",8490,jpg,"scissors, nail scissors",le forbici,words/{word_uuid}/flashcard.jpg
692,word,"sea ,il.jpg",15863,jpg,sea,il mare,words/{word_uuid}/flashcard.jpg
693,word,"seafood, shellfish ,npl.jpg",39845,jpg,"seafood, shellfish",i frutti di mare,words/{word_uuid}/flashcard.jpg
696,word,"see you tomorrow ,exc.jpg",14783,jpg,See you tomorrow!,A domani!,words/{word_uuid}/flashcard.jpg
697,word,"September ,m.swf",4647,swf,September,settembre (m),words/{word_uuid}/flashcard.png
699,word,"seven ,num.swf",1398,swf,seven,sette,words/{word_uuid}/flashcard.png
700,word,"seventeen ,num.swf",2136,swf,seventeen,diciassette,words/{word_uuid}/flashcard.png
702,word,"seventy ,num.swf",261,swf,seventy,settanta,words/{word_uuid}/flashcard.png
703,word,"shampoo ,il.jpg",15166,jpg,shampoo,lo shampoo,words/{word_uuid}/flashcard.jpg
704,word,"shape ,figure ,la.jpg",6929,jpg,"shape, figure",la forma,words/{word_uuid}/flashcard.jpg
705,word,"sharp ,adj.jpg",9717,jpg,sharp (e.g. knife),tagliente,words/{word_uuid}/flashcard.jpg
706,word,"she ,prn.jpg",13197,jpg,she,lei,words/{word_uuid}/flashcard.jpg
707,word,"sheep ,la.jpg",22434,jpg,sheep,la pecora,words/{word_uuid}/flashcard.jpg
708,word,"sheet ,il.jpg",10277,jpg,sheet (bed),il lenzuolo,words/{word_uuid}/flashcard.jpg
709,word,"shelf ,il.jpg",24690,jpg,shelf,il ripiano,words/{word_uuid}/flashcard.jpg
710,word,"shirt ,la.jpg",36342,jpg,shirt,la camicia,words/{word_uuid}/flashcard.jpg
711,word,"shoe ,la.jpg",11844,jpg,shoe,la scarpa,words/{word_uuid}/flashcard.jpg
712,word,"shop ,store ,il.jpg",25492,jpg,"shop, store",il negozio,words/{word_uuid}/flashcard.jpg
713,word,"shopping ,la.jpg",15062,jpg,shopping (groceries),la spesa,words/{word_uuid}/flashcard.jpg
714,word,"shower ,la.jpg",19110,jpg,shower,la doccia,words/{word_uuid}/flashcard.jpg
715,word,"sign ,il.jpg",29112,jpg,sign,il segno,words/{word_uuid}/flashcard.jpg
716,word,"signature ,la.jpg",43045,jpg,signature,la firma,words/{word_uuid}/flashcard.jpg
717,word,"thick (dim) ,adj.jpg",20158,jpg,thick,spesso,words/{word_uuid}/flashcard.jpg
719,word,"one-way ticket ,il.jpg",20414,jpg,one-way ticket,il biglietto di sola andata,words/{word_uuid}/flashcard.jpg
721,word,"sister ,la.jpg",19290,jpg,sister,la sorella,words/{word_uuid}/flashcard.jpg
722,word,"six ,num.swf",1673,swf,six,sei,words/{word_uuid}/flashcard.png
723,word,"sixteen ,num.swf",1712,swf,sixteen,sedici,words/{word_uuid}/flashcard.png
725,word,"sixty ,num.swf",397,swf,sixty,sessanta,words/{word_uuid}/flashcard.png
726,word,"skirt ,la.jpg",29582,jpg,skirt,la gonna,words/{word_uuid}/flashcard.jpg
727,word,"sky ,il.jpg",21559,jpg,sky,il cielo,words/{word_uuid}/flashcard.jpg
729,word,"slow ,adj.jpg",12603,jpg,slow,lento,words/{word_uuid}/flashcard.jpg
730,word,"small ,adj.jpg",16343,jpg,small,piccolo,words/{word_uuid}/flashcard.jpg
731,word,"pest ,la.jpg",13169,jpg,pest,la piaga,words/{word_uuid}/flashcard.jpg
733,word,"so (as) ,adv.swf",643,swf,so (as),come,words/{word_uuid}/flashcard.png
734,word,"so (in this way) ,adv.swf",344,swf,so (in this way),cosi,words/{word_uuid}/flashcard.png
735,word,"soap ,il.jpg",8514,jpg,soap,il sapone,words/{word_uuid}/flashcard.jpg
736,word,"socks ,npl.jpg",10749,jpg,sock,il calzino,words/{word_uuid}/flashcard.jpg
737,word,"sofa ,settee ,il.jpg",29645,jpg,"sofa, settee",il divano,words/{word_uuid}/flashcard.jpg
738,word,"some (any) ,adj.jpg",14080,jpg,"some (any, a few)",alcuni,words/{word_uuid}/flashcard.jpg
740,word,"somebody ,someone ,prn.jpg",9806,jpg,"somebody, someone",qualcuno,words/{word_uuid}/flashcard.jpg
741,word,"something ,prn.jpg",29136,jpg,something,qualche cosa,words/{word_uuid}/flashcard.jpg
742,word,"sometimes ,adv.jpg",17381,jpg,sometimes,qualche volta,words/{word_uuid}/flashcard.jpg
743,word,"son ,il.jpg",22004,jpg,son,il figlio,words/{word_uuid}/flashcard.jpg
744,word,"soon ,adv.jpg",8701,jpg,soon,presto,words/{word_uuid}/flashcard.jpg
745,word,"soup ,la.jpg",24223,jpg,soup,la minestra,words/{word_uuid}/flashcard.jpg
746,word,"special ,adj.jpg",22829,jpg,special,speciale,words/{word_uuid}/flashcard.jpg
747,word,"spider ,il.jpg",22465,jpg,spider,il ragno,words/{word_uuid}/flashcard.jpg
748,word,"spoon ,il.jpg",35757,jpg,spoon,il cucchiaio,words/{word_uuid}/flashcard.jpg
749,word,"sport ,il.jpg",15096,jpg,sport,lo sport,words/{word_uuid}/flashcard.jpg
750,word,"spring ,la.jpg",38498,jpg,spring,la primavera,words/{word_uuid}/flashcard.jpg
751,word,"stairs ,le.jpg",23672,jpg,stairs,le scale,words/{word_uuid}/flashcard.jpg
752,word,"star ,la.jpg",24819,jpg,star,la stella,words/{word_uuid}/flashcard.jpg
753,word,"station ,la.jpg",26895,jpg,station,la stazione,words/{word_uuid}/flashcard.jpg
754,word,"steak ,la.jpg",39235,jpg,steak,la bistecca,words/{word_uuid}/flashcard.jpg
755,word,"still (nevertheless) ,adv.jpg",16120,jpg,"still (steady, stationary)",fermo,words/{word_uuid}/flashcard.jpg
756,word,"stone ,la.jpg",12743,jpg,stone,la pietra,words/{word_uuid}/flashcard.jpg
757,word,"stool ,lo.jpg",29754,jpg,stool,lo sgabello,words/{word_uuid}/flashcard.jpg
758,word,"stranger ,l (m).jpg",7819,jpg,stranger,l‘ estraneo (m),words/{word_uuid}/flashcard.jpg
759,word,"strawberry ,la.jpg",29435,jpg,strawberry,la fragola,words/{word_uuid}/flashcard.jpg
760,word,"stream ,il.jpg",33712,jpg,stream,il ruscello,words/{word_uuid}/flashcard.jpg
761,word,"street ,la.jpg",31799,jpg,street,la strada,words/{word_uuid}/flashcard.jpg
762,word,"strong ,adj.jpg",9861,jpg,strong,forte,words/{word_uuid}/flashcard.jpg
763,word,"student ,il.jpg",24038,jpg,student (m),lo studente,words/{word_uuid}/flashcard.jpg
764,word,"subject ,il.jpg",26098,jpg,subject,il soggetto,words/{word_uuid}/flashcard.jpg
765,word,"such ,adj.swf",485,swf,such (a),tale,words/{word_uuid}/flashcard.png
766,word,"suddenly ,adv.jpg",19152,jpg,suddenly,improvvisamente,words/{word_uuid}/flashcard.jpg
767,word,"sugar ,lo.jpg",29912,jpg,sugar,lo zucchero,words/{word_uuid}/flashcard.jpg
768,word,"suitcase ,la.jpg",23426,jpg,suitcase,la valigia,words/{word_uuid}/flashcard.jpg
769,word,"summer ,l (f).jpg",24940,jpg,summer,l‘ estate (f),words/{word_uuid}/flashcard.jpg
770,word,"sun ,il.jpg",19378,jpg,sun,il sole,words/{word_uuid}/flashcard.jpg
771,word,"Sunday ,m.swf",2291,swf,Sunday,"domenica (f) 
<page break>la domenica",words/{word_uuid}/flashcard.png
772,word,"sunny ,adj.jpg",23128,jpg,sunny,assolato,words/{word_uuid}/flashcard.jpg
773,word,"sweater ,jumper ,il.jpg",26898,jpg,"sweater, jumper",il golf,words/{word_uuid}/flashcard.jpg
774,word,"sweet ,adj.jpg",45073,jpg,sweet,dolce,words/{word_uuid}/flashcard.jpg
775,word,"switch ,l (m).jpg",9853,jpg,switch,l‘ interruttore (m),words/{word_uuid}/flashcard.jpg
776,word,"table ,il.jpg",18421,jpg,table,il tavolo,words/{word_uuid}/flashcard.jpg
777,word,"tea ,il.jpg",37567,jpg,tea,il tè,words/{word_uuid}/flashcard.jpg
778,word,"team ,la.jpg",27799,jpg,team,la squadra,words/{word_uuid}/flashcard.jpg
780,word,"ten ,num.swf",831,swf,ten,dieci,words/{word_uuid}/flashcard.png
783,word,"thank you ,exc.jpg",18190,jpg,thank you!,grazie!,words/{word_uuid}/flashcard.jpg
784,word,"that ,art.swf",394,swf,that (masc. sing. before a consonant),quel,words/{word_uuid}/flashcard.png
786,word,"like that ,relclause.jpg",20061,jpg,like that,in questo modo,words/{word_uuid}/flashcard.jpg
787,word,"the ,art.swf",356,swf,"the (masculine & feminine, singular before vowels)",l‘,words/{word_uuid}/flashcard.png
788,word,"the days of the week ,npl.swf",4410,swf,the days of the week,i giorni della settimana,words/{word_uuid}/flashcard.png
789,word,"the months of the year ,I.swf",5652,swf,the months of the year,i mesi dell‘ anno,words/{word_uuid}/flashcard.png
790,word,"the four seasons ,npl.jpg",44458,jpg,the four seasons,le quattro stagioni,words/{word_uuid}/flashcard.jpg
791,word,"the time ,hour ,l (f).jpg",8495,jpg,"the time, hour",l‘ ora (f),words/{word_uuid}/flashcard.jpg
792,word,"what awful weather ,phr.jpg",17984,jpg,what awful weather!,che brutto tempo!,words/{word_uuid}/flashcard.jpg
793,word,"it is very cold today ,phr.jpg",15261,jpg,it is very cold today…,fa molto freddo oggi…,words/{word_uuid}/flashcard.jpg
794,word,"its hot ,phr.jpg",15044,jpg,it`s hot,fa caldo,words/{word_uuid}/flashcard.jpg
795,word,"the weather is nice ,phr.jpg",14837,jpg,the weather is nice,fa bello,words/{word_uuid}/flashcard.jpg
796,word,"theatre ,il.jpg",21876,jpg,theatre,il teatro,words/{word_uuid}/flashcard.jpg
797,word,"theirs ,prn.jpg",22025,jpg,their,loro,words/{word_uuid}/flashcard.jpg
799,word,"then ,adv.swf",409,swf,then,allora,words/{word_uuid}/flashcard.png
802,word,"they ,prn.jpg",13960,jpg,they,loro,words/{word_uuid}/flashcard.jpg
803,word,"thin ,skinny (person) ,adj.jpg",14844,jpg,"thin, skinny (person)",magro,words/{word_uuid}/flashcard.jpg
804,word,"thin ,slim (object) ,adj.jpg",13079,jpg,"thin, slim (object)",sottile,words/{word_uuid}/flashcard.jpg
805,word,"thing ,la.jpg",12338,jpg,thing,la cosa,words/{word_uuid}/flashcard.jpg
807,word,"thirteen ,num.swf",5235,swf,thirteen,tredici,words/{word_uuid}/flashcard.png
808,word,"thirty ,num.swf",403,swf,thirty,trenta,words/{word_uuid}/flashcard.png
810,word,"thirty-two ,num.swf",363,swf,thirty-two,trentadue,words/{word_uuid}/flashcard.png
811,word,"this ,art.jpg",17347,jpg,this,questo,words/{word_uuid}/flashcard.jpg
812,word,"thousand ,num.swf",305,swf,thousand,mille,words/{word_uuid}/flashcard.png
813,word,"three ,num.swf",1573,swf,three,tre,words/{word_uuid}/flashcard.png
814,word,"through ,across ,prep.jpg",31995,jpg,"through, across",attraverso,words/{word_uuid}/flashcard.jpg
816,word,"Thursday ,m.swf",2904,swf,Thursday,"giovedì (m) 
<page break>il giovedì",words/{word_uuid}/flashcard.png
817,word,"ticket ,il.jpg",26241,jpg,ticket,il biglietto,words/{word_uuid}/flashcard.jpg
819,word,"time ,occasion ,la.jpg",31278,jpg,"time, occasion",la volta,words/{word_uuid}/flashcard.jpg
820,word,"timetable ,l (m).jpg",24100,jpg,timetable,l‘ orario (m),words/{word_uuid}/flashcard.jpg
821,word,"tired ,adj.jpg",23897,jpg,tired,stanco,words/{word_uuid}/flashcard.jpg
822,word,"to accept ,v.jpg",6650,jpg,to accept,accettare,words/{word_uuid}/flashcard.jpg
823,word,"to answer ,v.jpg",26620,jpg,to answer,rispondere,words/{word_uuid}/flashcard.jpg
824,word,"to arrive ,v.jpg",26047,jpg,to arrive,arrivare,words/{word_uuid}/flashcard.jpg
825,word,"to ask (question) ,v.jpg",16722,jpg,to ask (question),domandare,words/{word_uuid}/flashcard.jpg
826,word,"to ask for ,to order ,v.jpg",20021,jpg,"to ask for, to order",chiedere,words/{word_uuid}/flashcard.jpg
827,word,"to bathe ,v.jpg",12249,jpg,to bathe,fare il bagno,words/{word_uuid}/flashcard.jpg
829,word,"to meet ,to encounter ,v.jpg",9703,jpg,"to meet, to encounter",incontrare,words/{word_uuid}/flashcard.jpg
830,word,"to hold ,v.jpg",17297,jpg,to hold,tenere,words/{word_uuid}/flashcard.jpg
831,word,"to be able ,can ,v.jpg",9959,jpg,"to be able, can",potere,words/{word_uuid}/flashcard.jpg
832,word,"to be afraid ,frightened ,v.jpg",6867,jpg,"to be afraid, frightened",aver paura,words/{word_uuid}/flashcard.jpg
833,word,"to be born ,v.jpg",22785,jpg,to be born,nascere,words/{word_uuid}/flashcard.jpg
834,word,"to be called ,v.jpg",10387,jpg,to be called,chiamarsi,words/{word_uuid}/flashcard.jpg
836,word,"to be hot ,v.jpg",16710,jpg,to be hot,aver caldo,words/{word_uuid}/flashcard.jpg
837,word,"to be hungry ,v.jpg",37875,jpg,to be hungry,aver fame,words/{word_uuid}/flashcard.jpg
838,word,"to be in a hurry ,v.jpg",19511,jpg,to be in a hurry,aver fretta,words/{word_uuid}/flashcard.jpg
839,word,"to be lucky ,v.jpg",15583,jpg,to be lucky,essere fortunato,words/{word_uuid}/flashcard.jpg
840,word,"to be present at ,v.jpg",26938,jpg,to be present at,essere presente,words/{word_uuid}/flashcard.jpg
841,word,"to be sleepy ,v.jpg",10697,jpg,to be sleepy,aver sonno,words/{word_uuid}/flashcard.jpg
842,word,"to be thirsty ,v.jpg",15637,jpg,to be thirsty,aver sete,words/{word_uuid}/flashcard.jpg
843,word,"to become ,v.jpg",20931,jpg,to become,diventare,words/{word_uuid}/flashcard.jpg
844,word,"to begin ,v.jpg",29954,jpg,"to begin, commence",cominciare,words/{word_uuid}/flashcard.jpg
845,word,"to believe ,v.jpg",13813,jpg,to believe,credere,words/{word_uuid}/flashcard.jpg
846,word,"to bite ,v.jpg",12498,jpg,to bite,mordere,words/{word_uuid}/flashcard.jpg
848,word,"to blow ,v.jpg",11322,jpg,to blow,soffiare,words/{word_uuid}/flashcard.jpg
849,word,"to brake ,v.jpg",35481,jpg,to brake,frenare,words/{word_uuid}/flashcard.jpg
850,word,"to break ,v.jpg",13792,jpg,to break,rompere,words/{word_uuid}/flashcard.jpg
852,word,"to brush (hair ,shoes but not teeth (lavarsi) ,v.jpg",18020,jpg,"to brush (hair, shoes, but not teeth [lavarsi])",spazzolare,words/{word_uuid}/flashcard.jpg
853,word,"to burn ,v.jpg",70168,jpg,to burn,bruciare,words/{word_uuid}/flashcard.jpg
854,word,"to buy ,v.jpg",14778,jpg,to buy,comprare,words/{word_uuid}/flashcard.jpg
855,word,"to call ,v.jpg",13705,jpg,to call,chiamare,words/{word_uuid}/flashcard.jpg
856,word,"to change ,v.jpg",20916,jpg,to change,cambiare,words/{word_uuid}/flashcard.jpg
857,word,"to chat ,v.jpg",21930,jpg,to chat,chiacchierare,words/{word_uuid}/flashcard.jpg
858,word,"to choose ,pick ,select ,v.jpg",16904,jpg,"to choose, pick, select",scegliere,words/{word_uuid}/flashcard.jpg
859,word,"to close ,v.jpg",16738,jpg,to close,chiudere,words/{word_uuid}/flashcard.jpg
860,word,"to come ,v.jpg",23757,jpg,to come,venire,words/{word_uuid}/flashcard.jpg
861,word,"to cook ,v.jpg",36818,jpg,to cook,cucinare,words/{word_uuid}/flashcard.jpg
862,word,"to cost ,v.jpg",25401,jpg,to cost,costare,words/{word_uuid}/flashcard.jpg
863,word,"to cross ,v.jpg",11360,jpg,to cross,attraversare,words/{word_uuid}/flashcard.jpg
864,word,"to cry (tears) ,v.jpg",12641,jpg,to cry (tears),piangere,words/{word_uuid}/flashcard.jpg
865,word,"to dance ,v.jpg",32425,jpg,to dance,ballare,words/{word_uuid}/flashcard.jpg
866,word,"to delay ,v.jpg",20962,jpg,to delay,ritardare,words/{word_uuid}/flashcard.jpg
867,word,"to die ,v.jpg",25033,jpg,to die,morire,words/{word_uuid}/flashcard.jpg
868,word,"to do ,to make ,to build ,v.jpg",17802,jpg,"to do, to make, to build",fare,words/{word_uuid}/flashcard.jpg
869,word,"to draw ,v.jpg",20308,jpg,to draw,disegnare,words/{word_uuid}/flashcard.jpg
870,word,"to drink ,v.jpg",28142,jpg,to drink,bere,words/{word_uuid}/flashcard.jpg
871,word,"to drive ,v.jpg",24936,jpg,to drive,guidare,words/{word_uuid}/flashcard.jpg
872,word,"to eat ,v.jpg",46991,jpg,to eat,mangiare,words/{word_uuid}/flashcard.jpg
874,word,"to enter ,v.jpg",10570,jpg,to enter,entrare,words/{word_uuid}/flashcard.jpg
875,word,"to fall ,v.jpg",19784,jpg,to fall,cadere,words/{word_uuid}/flashcard.jpg
876,word,"to fall in love ,v.jpg",16081,jpg,to fall in love,innamorarsi,words/{word_uuid}/flashcard.jpg
877,word,"to feel ,v.jpg",13183,jpg,"to feel, to hear",sentire,words/{word_uuid}/flashcard.jpg
878,word,"to feel ill ,v.jpg",18735,jpg,to feel ill,sentirsi male,words/{word_uuid}/flashcard.jpg
879,word,"to find, discover ,v.jpg",28989,jpg,"to find, discover",trovare,words/{word_uuid}/flashcard.jpg
880,word,"to finish ,v.jpg",18724,jpg,to finish,finire,words/{word_uuid}/flashcard.jpg
882,word,"to get up ,v.jpg",24799,jpg,to get up,alzarsi,words/{word_uuid}/flashcard.jpg
883,word,"to get ,to catch ,v.jpg",31976,jpg,"to take, to get, to catch",prendere,words/{word_uuid}/flashcard.jpg
884,word,"to go ,v.jpg",9187,jpg,to go,andare,words/{word_uuid}/flashcard.jpg
885,word,"to go on holiday ,v.jpg",39235,jpg,to go on holiday,"fare le vacanze 
<page break>andare in vacanza",words/{word_uuid}/flashcard.jpg
886,word,"to go out ,v.jpg",10877,jpg,to go out,uscire,words/{word_uuid}/flashcard.jpg
888,word,"to have ,v.jpg",18778,jpg,to have,avere,words/{word_uuid}/flashcard.jpg
890,word,"to have a sore throat ,v.jpg",15201,jpg,to have a sore throat,avere mal di gola,words/{word_uuid}/flashcard.jpg
891,word,"to have lunch ,v.jpg",41683,jpg,to have lunch,pranzare,words/{word_uuid}/flashcard.jpg
892,word,"to have to (must) ,v.jpg",12370,jpg,to have to (must),dovere,words/{word_uuid}/flashcard.jpg
893,word,"to throw ,v.jpg",30599,jpg,to throw,lanciare,words/{word_uuid}/flashcard.jpg
895,word,"to help ,v.jpg",21385,jpg,to help,aiutare,words/{word_uuid}/flashcard.jpg
896,word,"to hurt ,v.jpg",15670,jpg,to hurt,far male,words/{word_uuid}/flashcard.jpg
897,word,"to increase ,v.jpg",17794,jpg,to increase,aumentare,words/{word_uuid}/flashcard.jpg
898,word,"to introduce ,v.jpg",20750,jpg,to introduce,presentare,words/{word_uuid}/flashcard.jpg
899,word,"to invite ,v.jpg",35799,jpg,to invite,invitare,words/{word_uuid}/flashcard.jpg
900,word,"to kiss ,v.jpg",55940,jpg,to kiss,baciare,words/{word_uuid}/flashcard.jpg
901,word,"to know ( person  , place) ,v.jpg",21658,jpg,"to know (person, place)",conoscere,words/{word_uuid}/flashcard.jpg
902,word,"to know (a fact) ,v.jpg",36409,jpg,to know (a fact),sapere,words/{word_uuid}/flashcard.jpg
903,word,"to land ,v.jpg",14242,jpg,to land,atterrare,words/{word_uuid}/flashcard.jpg
904,word,"to last ,v.jpg",25377,jpg,to last,durare,words/{word_uuid}/flashcard.jpg
905,word,"to laugh ,v.jpg",11030,jpg,to laugh,ridere,words/{word_uuid}/flashcard.jpg
906,word,"to learn ,v.jpg",20218,jpg,to learn,imparare,words/{word_uuid}/flashcard.jpg
907,word,"to let ,to leave ,v.jpg",7463,jpg,"to let, to leave",lasciare,words/{word_uuid}/flashcard.jpg
908,word,"to listen ,v.jpg",49144,jpg,to listen,ascoltare,words/{word_uuid}/flashcard.jpg
909,word,"to live ,v.jpg",26208,jpg,to live,vivere,words/{word_uuid}/flashcard.jpg
910,word,"to look at ,v.jpg",17708,jpg,to look at,guardare,words/{word_uuid}/flashcard.jpg
911,word,"to look for ,v.jpg",29157,jpg,to look for,cercare,words/{word_uuid}/flashcard.jpg
912,word,"to love ,v.jpg",20924,jpg,to love,amare,words/{word_uuid}/flashcard.jpg
913,word,"to desire ,v.jpg",12282,jpg,to desire,desiderare,words/{word_uuid}/flashcard.jpg
914,word,"to jump ,v.jpg",16079,jpg,to jump,saltare,words/{word_uuid}/flashcard.jpg
915,word,"to need ,v.jpg",8752,jpg,to need,aver bisogno di,words/{word_uuid}/flashcard.jpg
916,word,"to open ,v.jpg",12710,jpg,to open,aprire,words/{word_uuid}/flashcard.jpg
917,word,"to pack ,v.jpg",19681,jpg,to pack,fare i bagagli,words/{word_uuid}/flashcard.jpg
918,word,"to paint ,v.jpg",43504,jpg,to paint,dipingere,words/{word_uuid}/flashcard.jpg
919,word,"to park ,v.jpg",18712,jpg,to park,posteggiare,words/{word_uuid}/flashcard.jpg
920,word,"to pay ,v.jpg",13580,jpg,to pay,pagare,words/{word_uuid}/flashcard.jpg
921,word,"to phone ,v.jpg",16004,jpg,to phone,telefonare,words/{word_uuid}/flashcard.jpg
922,word,"to play ,v.jpg",27255,jpg,to play,giocare,words/{word_uuid}/flashcard.jpg
923,word,"to please ,v.jpg",12138,jpg,to please (f...),far contento,words/{word_uuid}/flashcard.jpg
924,word,"to postpone ,v.jpg",17580,jpg,to postpone,rimandare,words/{word_uuid}/flashcard.jpg
925,word,"to push ,v.jpg",19387,jpg,to push,spingere,words/{word_uuid}/flashcard.jpg
926,word,"to put ,v.jpg",16298,jpg,to put,mettere,words/{word_uuid}/flashcard.jpg
927,word,"to put (on) ,v.jpg",27853,jpg,"to put, to put on",mettersi,words/{word_uuid}/flashcard.jpg
928,word,"to rain ,v.jpg",10122,jpg,to rain,piovere,words/{word_uuid}/flashcard.jpg
